id,guild_id,rule_id,user_id,event_type,status,action_type,error_code,error_message,created_at
1,1471242450386550835,2,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T04:52:19.000Z"""
2,1471242450386550835,2,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T04:52:19.000Z"""
3,1471242450386550835,2,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T04:57:16.000Z"""
4,1471242450386550835,2,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T04:57:16.000Z"""
5,1471242450386550835,2,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T04:57:17.000Z"""
6,1471242450386550835,2,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T04:57:17.000Z"""
7,1471242450386550835,4,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:32.000Z"""
8,1471242450386550835,4,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:32.000Z"""
9,1471242450386550835,5,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:32.000Z"""
10,1471242450386550835,5,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:32.000Z"""
11,1471242450386550835,4,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:43.000Z"""
12,1471242450386550835,4,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:43.000Z"""
13,1471242450386550835,5,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:43.000Z"""
14,1471242450386550835,5,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:43.000Z"""
15,1471242450386550835,4,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:59.000Z"""
16,1471242450386550835,4,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:59.000Z"""
17,1471242450386550835,5,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:59.000Z"""
18,1471242450386550835,5,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:05:59.000Z"""
19,1471242450386550835,4,787960730975993896,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:06:04.000Z"""
20,1471242450386550835,4,787960730975993896,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:06:04.000Z"""
21,1471242450386550835,5,787960730975993896,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:06:04.000Z"""
22,1471242450386550835,5,787960730975993896,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:06:04.000Z"""
23,1471242450386550835,6,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:10:45.000Z"""
24,1471242450386550835,6,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:10:45.000Z"""
25,1471242450386550835,6,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T18:10:51.000Z"""
26,1471242450386550835,6,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T18:10:51.000Z"""
27,1471242450386550835,6,345881981273243649,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T18:11:15.000Z"""
28,1471242450386550835,7,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T18:24:21.000Z"""
29,1471242450386550835,7,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T18:24:21.000Z"""
30,1471242450386550835,8,1447015808344784956,ADD,SUCCESS,\N,\N,\N,"""2026-02-24T03:35:47.000Z"""
31,1471242450386550835,8,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-24T14:14:53.000Z"""
32,1471242450386550835,8,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-24T14:14:53.000Z"""
33,1471242450386550835,9,787960730975993896,ADD,SKIPPED,\N,allowed_roles_mismatch,allowed_roles_mismatch,"""2026-02-26T12:07:49.000Z"""
34,1471242450386550835,9,787960730975993896,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T12:07:55.000Z"""
35,1471242450386550835,9,776755211015815169,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T12:08:20.000Z"""
36,1471242450386550835,9,776755211015815169,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T12:08:30.000Z"""
37,1471242450386550835,9,844300736313032714,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T12:08:50.000Z"""
38,1471242450386550835,9,844300736313032714,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T12:08:50.000Z"""
39,1471242450386550835,9,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T15:35:00.000Z"""
40,1471242450386550835,9,763898226562564116,ADD,ERROR,ROLE_ADD,bot_missing_manage_roles,bot_missing_manage_roles,"""2026-02-27T11:34:18.243Z"""
41,1471242450386550835,9,763898226562564116,ADD,SKIPPED,\N,bot_missing_manage_roles,bot_missing_manage_roles,"""2026-02-27T11:34:18.247Z"""
42,1471242450386550835,9,763898226562564116,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-27T11:34:19.123Z"""
43,1471242450386550835,9,787960730975993896,ADD,SKIPPED,\N,allowed_roles_mismatch,allowed_roles_mismatch,"""2026-02-27T11:34:28.415Z"""
44,1471242450386550835,9,1448002329268719666,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-03-04T17:20:30.512Z"""
45,1471242450386550835,9,1448002329268719666,ADD,SUCCESS,\N,\N,\N,"""2026-03-04T17:20:30.949Z"""
46,1471242450386550835,9,1119865884362682441,ADD,SKIPPED,\N,excluded_roles_blocked,excluded_roles_blocked,"""2026-03-04T17:20:56.902Z"""
47,1471242450386550835,9,1447015808344784956,ADD,SUCCESS,\N,\N,\N,"""2026-03-05T10:02:17.143Z"""
48,1471242450386550835,9,1447015808344784956,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-03-05T10:02:30.594Z"""
49,1471242450386550835,9,1447015808344784956,ADD,SKIPPED,\N,excluded_roles_blocked,excluded_roles_blocked,"""2026-03-05T10:02:31.362Z"""
50,1471242450386550835,9,1355948363572449350,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T11:42:03.863Z"""
51,1471242450386550835,9,1182332054784983104,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T11:45:39.562Z"""
52,1471242450386550835,11,1447015808344784956,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T11:54:25.433Z"""
53,1471242450386550835,12,1389044049494675546,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T12:15:20.012Z"""
54,1471242450386550835,12,1233797338024251480,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T12:23:12.061Z"""
55,1471242450386550835,12,712567931921367080,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T12:33:34.173Z"""
56,1471242450386550835,12,348644370230018049,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T19:38:48.774Z"""
57,1471242450386550835,12,348644370230018049,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-03-07T19:38:59.041Z"""
58,1471242450386550835,12,1403384519293403137,ADD,SUCCESS,\N,\N,\N,"""2026-03-07T20:25:49.996Z"""
59,1471242450386550835,12,787960730975993896,ADD,SKIPPED,\N,allowed_roles_mismatch,allowed_roles_mismatch,"""2026-03-07T20:27:03.044Z"""
60,1471242450386550835,12,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-03-07T20:27:03.926Z"""
61,1471242450386550835,12,1476030453910732922,ADD,ERROR,ROLE_ADD,bot_missing_manage_roles,bot_missing_manage_roles,"""2026-03-07T21:21:11.882Z"""
62,1471242450386550835,12,1476030453910732922,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-03-07T21:21:21.760Z"""
63,1471242450386550835,12,1476030453910732922,ADD,ERROR,ROLE_ADD,bot_missing_manage_roles,bot_missing_manage_roles,"""2026-03-07T21:21:22.665Z"""
64,1471242450386550835,12,914114541913260042,ADD,ERROR,ROLE_ADD,bot_missing_manage_roles,bot_missing_manage_roles,"""2026-03-08T03:06:54.478Z"""
65,1471242450386550835,12,481056383345754142,ADD,SUCCESS,\N,\N,\N,"""2026-03-08T09:01:40.933Z"""
66,1471242450386550835,12,1226443883710386188,ADD,SUCCESS,\N,\N,\N,"""2026-03-08T09:17:49.100Z"""
67,1471242450386550835,12,1352662722260635780,ADD,SUCCESS,\N,\N,\N,"""2026-03-08T09:25:37.786Z"""
